"","i",".variable",".value",".lower",".upper",".width",".point",".interval","cell_2.5"
"132",132,"psi",0.0279003426004688,0.000225025703802836,0.655690180036469,0.95,"median","qi","-80.104_25.854"
"133",133,"psi",0.0279869909966168,0.000227995820786964,0.664121355480301,0.95,"median","qi","-80.104_25.896"
"134",134,"psi",0.0303597886293812,0.000241291018471161,0.671620048804001,0.95,"median","qi","-80.104_25.938"
"135",135,"psi",0.0431499538737538,0.000355874619546513,0.748162282006927,0.95,"median","qi","-80.104_25.979"
"136",136,"psi",0.0598378989737651,0.000517148008733229,0.816928212310216,0.95,"median","qi","-80.104_26.021"
"137",137,"psi",0.0725741751124425,0.000684575213907432,0.85171095070104,0.95,"median","qi","-80.104_26.062"
"138",138,"psi",0.110813808926966,0.00108989730718661,0.899009367746043,0.95,"median","qi","-80.104_26.104"
"139",139,"psi",0.157784133742141,0.00167806207070644,0.928068616331006,0.95,"median","qi","-80.104_26.146"
"140",140,"psi",0.20814343138449,0.00238450765564894,0.949499027144096,0.95,"median","qi","-80.104_26.188"
"141",141,"psi",0.280738914363741,0.00351756955254015,0.966711426469134,0.95,"median","qi","-80.104_26.229"
"142",142,"psi",0.356794133851206,0.00344012769065785,0.986232387870399,0.95,"median","qi","-80.104_27.104"
"143",143,"psi",0.954597489233962,0.0924453441079332,0.999784287094759,0.95,"median","qi","-80.146_27.104"
"144",144,"psi",0.843374128549274,0.0310135579195248,0.998929375794365,0.95,"median","qi","-80.146_27.146"
"145",145,"psi",0.578201735217851,0.140286173733523,0.987057870021035,0.95,"median","qi","-82.021_24.438"
"146",146,"psi",0.849345093264908,0.381608130831454,0.997503922645206,0.95,"median","qi","-82.021_24.479"
"147",147,"psi",0.565005960832505,0.135647799987396,0.986667473505481,0.95,"median","qi","-82.062_24.438"
"148",148,"psi",0.569104991403153,0.13599838543885,0.987347775056259,0.95,"median","qi","-82.104_24.438"
"149",149,"psi",0.903901435321785,0.536589464249617,0.99849359486672,0.95,"median","qi","-82.104_24.479"
"150",150,"psi",0.550846776352723,0.129151700468807,0.984924927592251,0.95,"median","qi","-82.146_24.438"
"151",151,"psi",0.608257958065517,0.182279271920029,0.988652504593302,0.95,"median","qi","-82.188_24.438"
"152",152,"psi",0.748401721180203,0.262975072112135,0.99448540448655,0.95,"median","qi","-82.188_24.479"
"153",153,"psi",0.550210325284379,0.134182361401109,0.985320901690697,0.95,"median","qi","-82.229_24.438"
"154",154,"psi",0.861106006303781,0.442365193216653,0.997709010795117,0.95,"median","qi","-82.271_24.521"
"155",155,"psi",0.760270390560082,0.309797978756581,0.995220136328932,0.95,"median","qi","-82.312_24.479"
"156",156,"psi",0.694435889987002,0.255391963188637,0.992630036465795,0.95,"median","qi","-82.396_24.438"
"157",157,"psi",0.668756203047983,0.25692324074214,0.990761602886117,0.95,"median","qi","-82.438_24.438"
"158",158,"psi",0.632009058531399,0.239795709328153,0.988476965609575,0.95,"median","qi","-82.479_24.438"
"159",159,"psi",0.611226625597937,0.227919615292056,0.98692165683815,0.95,"median","qi","-82.521_24.438"
"160",160,"psi",0.613391041428319,0.229389068188448,0.987075637562059,0.95,"median","qi","-82.562_24.438"
"161",161,"psi",0.605007135029157,0.213098832287722,0.987219626225483,0.95,"median","qi","-82.604_24.438"
"162",162,"psi",0.621894392884575,0.223668570210994,0.988731063590923,0.95,"median","qi","-82.604_24.479"
"163",163,"psi",0.638046421561654,0.254367051426359,0.986292756471057,0.95,"median","qi","-82.771_24.646"
"164",164,"psi",0.543759741135173,0.144224974653166,0.981340370113989,0.95,"median","qi","-82.771_24.688"
"165",165,"psi",0.491279815925763,0.161179414122382,0.974709157973626,0.95,"median","qi","-82.771_24.729"
"166",166,"psi",0.646261960103315,0.253253261146682,0.986764478062555,0.95,"median","qi","-82.812_24.646"
"167",167,"psi",0.884920024289889,0.551382220862859,0.997042782743239,0.95,"median","qi","-82.812_24.688"
"168",168,"psi",0.556155186947062,0.20121139724018,0.98022372827552,0.95,"median","qi","-82.812_24.729"
"169",169,"psi",0.600860797748508,0.250745292309066,0.983472653695102,0.95,"median","qi","-82.854_24.604"
"170",170,"psi",0.727394640911217,0.344854861024095,0.990757409261965,0.95,"median","qi","-82.854_24.646"
"171",171,"psi",0.795173622942614,0.422617782877698,0.993730121800305,0.95,"median","qi","-82.854_24.688"
"172",172,"psi",0.546703684888884,0.201193311595871,0.978830679771842,0.95,"median","qi","-82.854_24.729"
"173",173,"psi",0.539589735404107,0.182045413118671,0.98218497976096,0.95,"median","qi","-82.896_24.562"
"174",174,"psi",0.594662504113131,0.249672274936339,0.983205412905974,0.95,"median","qi","-82.896_24.604"
"175",175,"psi",0.691866178213571,0.321504097606745,0.988981593295893,0.95,"median","qi","-82.896_24.646"
"176",176,"psi",0.64074731757776,0.272274285724041,0.985461667465285,0.95,"median","qi","-82.896_24.688"
"177",177,"psi",0.476964662088878,0.159067777609005,0.972216404149738,0.95,"median","qi","-82.896_24.729"
"178",178,"psi",0.555271096662233,0.190673746134786,0.983189814014031,0.95,"median","qi","-82.938_24.562"
"179",179,"psi",0.618963889765276,0.271337545886851,0.984207195283709,0.95,"median","qi","-82.938_24.604"
"180",180,"psi",0.596330672095451,0.238575030245863,0.981880539760974,0.95,"median","qi","-82.938_24.646"
"181",181,"psi",0.518958169561921,0.176253938726758,0.975545556516126,0.95,"median","qi","-82.938_24.688"
"182",182,"psi",0.519395889851433,0.163771142484874,0.980559995903975,0.95,"median","qi","-82.979_24.562"
"183",183,"psi",0.621913471181299,0.247420654119855,0.987164263502229,0.95,"median","qi","-82.979_24.604"
"184",184,"psi",0.490103355277037,0.180685669950095,0.972362277511626,0.95,"median","qi","-82.979_24.646"
"185",185,"psi",0.416853396499989,0.131940257714513,0.961566970199525,0.95,"median","qi","-82.979_24.688"
"186",186,"psi",0.393783780494987,0.116451731199165,0.95896357840728,0.95,"median","qi","-82.979_24.729"
"187",187,"psi",0.573408540055601,0.15741457363694,0.985420881806536,0.95,"median","qi","-83.021_24.604"
"188",188,"psi",0.53290063871327,0.190009709282522,0.980009542570923,0.95,"median","qi","-83.021_24.646"
"189",189,"psi",0.428232513380798,0.140440530385551,0.96377358674021,0.95,"median","qi","-83.021_24.688"
"190",190,"psi",0.517009807506074,0.165488813292147,0.980335596001478,0.95,"median","qi","-83.062_24.562"
"191",191,"psi",0.536097199784633,0.186941445477535,0.981342693453395,0.95,"median","qi","-83.062_24.604"
"192",192,"psi",0.584976352883648,0.225554714991166,0.984089969891237,0.95,"median","qi","-83.062_24.646"
"193",193,"psi",0.449646096147905,0.14690042083051,0.967798765877929,0.95,"median","qi","-83.062_24.688"
"194",194,"psi",0.532225774555926,0.174503680227186,0.981723615283945,0.95,"median","qi","-83.104_24.604"
"195",195,"psi",0.522739472436897,0.1784809201488,0.980341030013827,0.95,"median","qi","-83.104_24.646"
"196",196,"psi",0.650114152732006,0.160780712459309,0.994373419674145,0.95,"median","qi","-65.188_18.271"
"197",197,"psi",0.694782480190243,0.201501970263528,0.995332184768,0.95,"median","qi","-65.229_18.271"
"198",198,"psi",0.661968233006423,0.172629744255706,0.994440011347031,0.95,"median","qi","-65.229_18.312"
"199",199,"psi",0.576792744662501,0.109221767117042,0.991950417375337,0.95,"median","qi","-65.271_18.146"
"200",200,"psi",0.686242412353147,0.188025276312698,0.995103303023422,0.95,"median","qi","-65.271_18.271"
"201",201,"psi",0.624639985351849,0.143331315398681,0.993571968096293,0.95,"median","qi","-65.271_18.354"
"202",202,"psi",0.513927937890832,0.0866480411252826,0.98909268515772,0.95,"median","qi","-65.312_18.104"
"203",203,"psi",0.543700360610015,0.107607512627344,0.990184739542127,0.95,"median","qi","-65.312_18.146"
"204",204,"psi",0.682360582834998,0.185390190501054,0.995005181635512,0.95,"median","qi","-65.312_18.271"
"205",205,"psi",0.639594319556458,0.15951902945546,0.993821319666782,0.95,"median","qi","-65.312_18.312"
"206",206,"psi",0.630531249091984,0.142270129572747,0.99364536824031,0.95,"median","qi","-65.312_18.354"
"207",207,"psi",0.511899085228784,0.0854822490718371,0.989030151641919,0.95,"median","qi","-65.354_18.104"
"208",208,"psi",0.476647457349539,0.0852125232519065,0.987387735535503,0.95,"median","qi","-65.354_18.146"
"209",209,"psi",0.628357538767303,0.150648883110545,0.993292620062372,0.95,"median","qi","-65.354_18.229"
"210",210,"psi",0.65041667182715,0.165230915796845,0.994117019591427,0.95,"median","qi","-65.354_18.312"
"211",211,"psi",0.659463690561871,0.156663416866227,0.994483380751893,0.95,"median","qi","-65.354_18.354"
"212",212,"psi",0.49222746168142,0.0855248851206822,0.987867056029023,0.95,"median","qi","-65.396_18.062"
"213",213,"psi",0.479493683274796,0.0740198983451983,0.987594465292691,0.95,"median","qi","-65.396_18.104"
"214",214,"psi",0.589751880771205,0.141261999759614,0.991704397972746,0.95,"median","qi","-65.396_18.229"
"215",215,"psi",0.540788321621787,0.102472646365817,0.989943961386743,0.95,"median","qi","-65.438_18.104"
"216",216,"psi",0.487126506330915,0.0845198743674692,0.98687551985797,0.95,"median","qi","-65.438_18.188"
"217",217,"psi",0.641724522623695,0.145394692319849,0.994039202409624,0.95,"median","qi","-65.438_18.354"
"218",218,"psi",0.467357058882472,0.0763707234136122,0.986296179452461,0.95,"median","qi","-65.479_18.062"
"219",219,"psi",0.58739194729579,0.120352574549219,0.991550255887562,0.95,"median","qi","-65.479_18.146"
"220",220,"psi",0.566090387619917,0.113363765811131,0.990606082857457,0.95,"median","qi","-65.479_18.188"
"221",221,"psi",0.668770521744639,0.17137320883276,0.994556496229199,0.95,"median","qi","-65.479_18.271"
"222",222,"psi",0.636753715177105,0.152554718200906,0.993762159277963,0.95,"median","qi","-65.479_18.354"
"223",223,"psi",0.67189102378039,0.164371611253617,0.994170522969304,0.95,"median","qi","-65.521_18.146"
"224",224,"psi",0.824090662152017,0.190538913012888,0.998316813933563,0.95,"median","qi","-65.521_18.188"
"225",225,"psi",0.764898935069268,0.250677258165134,0.996683902959066,0.95,"median","qi","-65.521_18.271"
"226",226,"psi",0.643894993973279,0.157492489531682,0.993997057361847,0.95,"median","qi","-65.521_18.354"
"227",227,"psi",0.455352989857638,0.0728091273717248,0.985870426181257,0.95,"median","qi","-65.562_18.062"
"228",228,"psi",0.644744547161816,0.145724082657356,0.993628406381878,0.95,"median","qi","-65.562_18.104"
"229",229,"psi",0.683291920635081,0.18164524900769,0.995019774555752,0.95,"median","qi","-65.562_18.354"
"230",230,"psi",0.638757676882917,0.156050414346733,0.993789085894781,0.95,"median","qi","-65.562_18.396"
"231",231,"psi",0.584313184826065,0.117021920039841,0.991229462840047,0.95,"median","qi","-65.604_18.104"
"232",232,"psi",0.70705196735281,0.181055476483422,0.995094994044741,0.95,"median","qi","-65.604_18.188"
"233",233,"psi",0.81366725674569,0.290546196244956,0.997807476261433,0.95,"median","qi","-65.604_18.271"
"234",234,"psi",0.692864871901528,0.191589681618956,0.995226207245072,0.95,"median","qi","-65.604_18.354"
"235",235,"psi",0.530224078989748,0.0945444276036791,0.98885680597986,0.95,"median","qi","-65.646_18.104"
"236",236,"psi",0.69166022776344,0.176167403530067,0.994887958009909,0.95,"median","qi","-65.646_18.146"
"237",237,"psi",0.722121783721798,0.191406281145828,0.995496608732394,0.95,"median","qi","-65.646_18.188"
"238",238,"psi",0.565871888472415,0.113887096807388,0.990434836499874,0.95,"median","qi","-65.688_18.104"
"239",239,"psi",0.673183146039272,0.166275015637989,0.994387209880218,0.95,"median","qi","-65.688_18.146"
"240",240,"psi",0.615703325010623,0.137914581622053,0.992531171661953,0.95,"median","qi","-65.729_18.104"
"241",241,"psi",0.520438648501364,0.083171080786745,0.989170684775295,0.95,"median","qi","-65.812_18.062"
"242",242,"psi",0.637272104574206,0.0865467654144125,0.996471280263474,0.95,"median","qi","-65.604_18.396"
"243",243,"psi",0.712805498371378,0.114128457450914,0.997658853872786,0.95,"median","qi","-65.646_18.396"
"244",244,"psi",0.722376260427457,0.121761899902826,0.997788650313934,0.95,"median","qi","-65.688_18.396"
"245",245,"psi",0.732003455211821,0.133584448887467,0.997588670911499,0.95,"median","qi","-65.729_18.396"
"246",246,"psi",0.693836485828533,0.0244703170076446,0.99937569610088,0.95,"median","qi","-66.021_18.438"
"247",247,"psi",0.503769296685722,0.049681921863166,0.994121382425973,0.95,"median","qi","-66.021_18.479"
"248",248,"psi",0.534706774890256,0.0566790931543981,0.99490864480001,0.95,"median","qi","-66.062_18.479"
"249",249,"psi",0.605522082050755,0.0701769890488791,0.99606455745646,0.95,"median","qi","-66.229_18.479"
"250",250,"psi",0.507116961140471,0.0416943675101886,0.995054587349809,0.95,"median","qi","-66.312_18.479"
"251",251,"psi",0.344079430015157,0.0217781714745878,0.976801282039319,0.95,"median","qi","-66.396_18.479"
"252",252,"psi",0.449637086195663,0.0325798050842895,0.993677284028199,0.95,"median","qi","-66.438_18.479"
"253",253,"psi",0.454832537420532,0.0446017792050959,0.986079515020328,0.95,"median","qi","-66.604_18.479"
"254",254,"psi",0.351060329904368,0.0239053247777154,0.989993629547686,0.95,"median","qi","-66.896_18.479"
"255",255,"psi",0.363470197390151,0.0238961524452784,0.991214620467744,0.95,"median","qi","-66.938_18.479"
"256",256,"psi",0.519859081891863,0.05040497102272,0.994804329421797,0.95,"median","qi","-67.104_18.521"
"257",257,"psi",0.400029563719315,0.0363522486135257,0.984717639776355,0.95,"median","qi","-67.146_18.479"
"258",258,"psi",0.513643421967984,0.0494546908053544,0.994382569069436,0.95,"median","qi","-67.146_18.521"
